feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10
755.0,659.0,13.0,7.0,152.0,75.0,12.0,70.0,0.18410596026490067,0.05562913907284768
15.0,160.0,1.0,1.0,154.0,10.0,10.0,3.0,1.0,0.7333333333333333
437.0,1355.0,11.0,30.0,49.0,130.0,11.0,126.0,0.15331807780320367,0.10297482837528604
425.0,1618.0,52.0,49.0,460.0,244.0,36.0,222.0,0.12941176470588237,0.03294117647058824
2000.0,2345.0,7.0,7.0,802.0,424.0,123.0,357.0,0.983,0.164
188.0,165.0,8.0,8.0,128.0,34.0,17.0,17.0,0.06382978723404255,0.047872340425531915
576.0,178.0,3.0,21.0,3.0,32.0,2.0,32.0,0.14756944444444445,0.057291666666666664
1519.0,1181.0,54.0,17.0,739.0,253.0,155.0,125.0,0.12639894667544438,0.028966425279789335
473.0,415.0,3.0,3.0,269.0,119.0,93.0,51.0,0.9809725158562368,0.945031712473573
491.0,361.0,14.0,23.0,299.0,69.0,35.0,41.0,0.3564154786150713,0.14663951120162932
435.0,1463.0,99.0,6.0,616.0,162.0,48.0,136.0,0.4781609195402299,0.4781609195402299
239.0,173.0,1.0,9.0,1.0,45.0,1.0,44.0,0.799163179916318,0.5271966527196653
278.0,274.0,17.0,19.0,89.0,44.0,8.0,38.0,0.38489208633093525,0.3381294964028777
449.0,538.0,16.0,14.0,424.0,69.0,23.0,47.0,0.5545657015590201,0.37861915367483295
368.0,83.0,1.0,17.0,13.0,28.0,8.0,23.0,0.07608695652173914,0.021739130434782608
20.0,905.0,19.0,0.0,875.0,23.0,1.0,22.0,0.2,0.15
200.0,687.0,10.0,8.0,70.0,79.0,3.0,79.0,0.84,0.66
174.0,88.0,2.0,2.0,59.0,17.0,7.0,11.0,0.5459770114942529,0.5459770114942529
495.0,591.0,12.0,0.0,98.0,66.0,11.0,61.0,0.13737373737373737,0.048484848484848485
194.0,170.0,2.0,6.0,145.0,33.0,25.0,10.0,0.25257731958762886,0.16494845360824742
150.0,2192.0,14.0,3.0,229.0,88.0,21.0,84.0,0.18666666666666668,0.02666666666666667
292.0,313.0,19.0,16.0,46.0,54.0,5.0,50.0,0.07876712328767123,0.03767123287671233
1424.0,6692.0,174.0,79.0,4353.0,514.0,159.0,391.0,0.22120786516853932,0.05337078651685393
194.0,170.0,3.0,4.0,139.0,24.0,14.0,11.0,0.4690721649484536,0.422680412371134
499.0,390.0,25.0,20.0,98.0,97.0,23.0,80.0,0.15831663326653306,0.05410821643286573
1940.0,5518.0,29.0,11.0,2648.0,436.0,163.0,346.0,0.7536082474226804,0.5469072164948454
457.0,394.0,4.0,4.0,211.0,79.0,43.0,54.0,0.975929978118162,0.9015317286652079
2397.0,7032.0,459.0,96.0,1039.0,1152.0,101.0,1102.0,0.10137672090112641,0.035878181059657906
346.0,274.0,7.0,3.0,168.0,43.0,19.0,26.0,0.5346820809248555,0.26011560693641617
308.0,1975.0,40.0,3.0,662.0,127.0,34.0,104.0,0.6688311688311688,0.5487012987012987
496.0,415.0,8.0,4.0,344.0,25.0,13.0,15.0,0.05241935483870968,0.02217741935483871
1306.0,7835.0,92.0,225.0,5396.0,820.0,456.0,474.0,0.10490045941807044,0.07197549770290965
468.0,3061.0,45.0,31.0,302.0,153.0,18.0,149.0,0.07264957264957266,0.019230769230769232
366.0,10.0,0.0,6.0,0.0,6.0,0.0,6.0,0.060109289617486336,0.060109289617486336
940.0,38534.0,158.0,30.0,373.0,425.0,24.0,412.0,0.8468085106382979,0.42872340425531913
69.0,98.0,0.0,2.0,95.0,9.0,8.0,2.0,0.15942028985507245,0.08695652173913043
1998.0,5342.0,3.0,0.0,309.0,915.0,43.0,903.0,0.97,0.952
882.0,1354.0,37.0,81.0,62.0,131.0,12.0,124.0,0.04081632653061224,0.0045351473922902496
855.0,128.0,0.0,13.0,103.0,38.0,24.0,14.0,0.047953216374269005,0.0152046783625731
770.0,1559.0,14.0,8.0,1491.0,123.0,94.0,37.0,0.6701298701298701,0.6181818181818182
268.0,299.0,16.0,10.0,28.0,73.0,4.0,71.0,0.4925373134328358,0.4626865671641791
187.0,178.0,22.0,5.0,92.0,47.0,20.0,31.0,0.18716577540106952,0.18716577540106952
500.0,668.0,31.0,23.0,196.0,109.0,22.0,94.0,0.266,0.206
406.0,258.0,16.0,20.0,35.0,62.0,7.0,58.0,0.12561576354679804,0.07635467980295567
416.0,475.0,32.0,38.0,276.0,108.0,32.0,78.0,0.055288461538461536,0.028846153846153848
499.0,317.0,12.0,9.0,270.0,46.0,33.0,14.0,0.0781563126252505,0.07214428857715431
304.0,12703.0,0.0,10.0,12688.0,12.0,1.0,11.0,0.10197368421052631,0.06907894736842106
2787.0,9085.0,236.0,55.0,1132.0,949.0,142.0,884.0,0.19842124147829207,0.07642626480086114
1510.0,9796.0,256.0,91.0,5743.0,996.0,273.0,855.0,0.16821192052980133,0.05364238410596026
1799.0,1386.0,95.0,220.0,866.0,286.0,5.0,282.0,0.1260410882842865,0.025541365907828985
414.0,1274.0,23.0,14.0,773.0,139.0,72.0,77.0,0.13285024154589373,0.024154589371980676
761.0,46504.0,21.0,18.0,15375.0,260.0,125.0,219.0,0.14323258869908015,0.14323258869908015
494.0,277.0,1.0,3.0,242.0,48.0,38.0,10.0,0.21052631578947367,0.08299595141700405
1404.0,5182.0,6.0,22.0,5043.0,34.0,5.0,29.0,0.15669515669515668,0.03418803418803419
689.0,2209.0,65.0,15.0,53.0,211.0,12.0,209.0,0.7663280116110305,0.38316400580551524
1783.0,5061.0,8.0,20.0,1785.0,190.0,108.0,108.0,0.36735838474481214,0.2047111609646663
498.0,238.0,1.0,2.0,201.0,29.0,21.0,8.0,0.26907630522088355,0.20682730923694778
109.0,124.0,4.0,8.0,10.0,30.0,4.0,27.0,0.8807339449541285,0.8348623853211009
92.0,236.0,10.0,1.0,110.0,32.0,16.0,17.0,0.15217391304347827,0.10869565217391304
1329.0,19557.0,24.0,20.0,518.0,472.0,30.0,468.0,0.7419112114371708,0.6463506395786306
139.0,2076.0,25.0,9.0,7.0,78.0,4.0,76.0,0.26618705035971224,0.2446043165467626
76.0,12666.0,2.0,1.0,12658.0,5.0,1.0,4.0,0.15789473684210525,0.07894736842105263
74.0,95.0,3.0,2.0,31.0,11.0,1.0,10.0,0.44594594594594594,0.44594594594594594
398.0,2003.0,14.0,10.0,1827.0,227.0,201.0,66.0,0.6407035175879398,0.23618090452261306
997.0,1638.0,18.0,12.0,51.0,340.0,22.0,331.0,0.8485456369107321,0.7001003009027081
901.0,221.0,2.0,7.0,91.0,58.0,29.0,30.0,0.7869034406215316,0.7402885682574917
499.0,227.0,6.0,7.0,171.0,27.0,5.0,23.0,0.06212424849699399,0.052104208416833664
88.0,101.0,3.0,1.0,23.0,15.0,4.0,11.0,0.29545454545454547,0.1590909090909091
885.0,463.0,85.0,8.0,184.0,105.0,58.0,67.0,0.7717514124293785,0.6666666666666666
470.0,206.0,12.0,15.0,71.0,43.0,5.0,38.0,0.03404255319148936,0.014893617021276596
365.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04657534246575343,0.010958904109589041
228.0,2362.0,9.0,1.0,431.0,67.0,16.0,59.0,0.21304347826086956,0.05652173913043478
434.0,3169.0,19.0,26.0,2364.0,133.0,57.0,81.0,0.1912442396313364,0.16589861751152074
110.0,84.0,1.0,3.0,32.0,14.0,1.0,13.0,0.38181818181818183,0.19090909090909092
102.0,2009.0,15.0,7.0,74.0,58.0,8.0,54.0,0.7450980392156863,0.6176470588235294
500.0,43820.0,500.0,0.0,1536.0,513.0,27.0,513.0,0.19,0.052
143.0,170.0,12.0,4.0,80.0,37.0,9.0,28.0,0.08391608391608392,0.08391608391608392
828.0,7647.0,247.0,34.0,2115.0,502.0,145.0,438.0,0.25483091787439616,0.19444444444444445
167.0,599.0,7.0,6.0,502.0,26.0,8.0,19.0,0.10778443113772455,0.041916167664670656
88.0,518.0,2.0,1.0,333.0,68.0,47.0,45.0,0.9886363636363636,0.8977272727272727
81.0,832.0,2.0,0.0,17.0,71.0,8.0,69.0,0.9506172839506173,0.9382716049382716
455.0,1398.0,79.0,35.0,12.0,967.0,1.0,967.0,0.12747252747252746,0.01978021978021978
868.0,452.0,1.0,1.0,432.0,41.0,24.0,17.0,0.45622119815668205,0.3663594470046083
1457.0,1306.0,52.0,13.0,991.0,145.0,77.0,101.0,0.9204934886908842,0.7888965044551063
484.0,874.0,14.0,3.0,456.0,113.0,42.0,94.0,0.16082474226804125,0.16082474226804125
322.0,581.0,4.0,8.0,409.0,56.0,39.0,21.0,0.4813664596273292,0.36645962732919257
184.0,1985.0,7.0,4.0,966.0,93.0,40.0,81.0,0.9347826086956522,0.9021739130434783
191.0,6.0,6.0,0.0,0.0,6.0,0.0,6.0,0.10471204188481675,0.08376963350785341
98.0,4486.0,17.0,5.0,3135.0,53.0,21.0,44.0,0.1836734693877551,0.08163265306122448
1957.0,1568.0,66.0,106.0,836.0,257.0,129.0,178.0,0.30710270822687785,0.30710270822687785
513.0,14643.0,104.0,36.0,1333.0,259.0,53.0,249.0,0.24561403508771928,0.0682261208576998
495.0,1141.0,5.0,10.0,868.0,50.0,29.0,21.0,0.14747474747474748,0.050505050505050504
437.0,1029.0,15.0,14.0,944.0,63.0,33.0,36.0,0.43707093821510296,0.41876430205949655
828.0,510.0,11.0,35.0,0.0,59.0,0.0,59.0,0.5301932367149759,0.5301932367149759
388.0,325.0,2.0,8.0,300.0,23.0,9.0,17.0,0.04381443298969072,0.020618556701030927
448.0,4872.0,6.0,5.0,4777.0,194.0,179.0,21.0,0.7857142857142857,0.6272321428571429
701.0,783.0,28.0,33.0,129.0,328.0,10.0,321.0,0.9001426533523538,0.833095577746077
494.0,318.0,4.0,10.0,301.0,55.0,44.0,11.0,0.1417004048582996,0.12348178137651822
321.0,529.0,10.0,8.0,461.0,92.0,78.0,38.0,0.3302180685358255,0.22741433021806853
647.0,298.0,1.0,2.0,263.0,59.0,44.0,15.0,0.46367851622874806,0.3554868624420402
415.0,152.0,0.0,5.0,111.0,33.0,19.0,14.0,0.12530120481927712,0.05301204819277108
445.0,525.0,5.0,17.0,81.0,44.0,7.0,40.0,0.0898876404494382,0.024719101123595506
499.0,654.0,11.0,8.0,590.0,60.0,41.0,19.0,0.12224448897795591,0.09619238476953908
494.0,1338.0,5.0,11.0,1118.0,39.0,18.0,23.0,0.10931174089068826,0.044534412955465584
156.0,1104.0,4.0,3.0,68.0,40.0,7.0,38.0,0.9807692307692307,0.9807692307692307
1655.0,809.0,9.0,8.0,545.0,106.0,75.0,46.0,0.21510574018126888,0.13897280966767372
476.0,9.0,1.0,6.0,0.0,5.0,0.0,5.0,0.06932773109243698,0.04411764705882353
1778.0,1292.0,43.0,88.0,201.0,237.0,21.0,227.0,0.08211473565804274,0.01799775028121485
1450.0,950.0,241.0,74.0,450.0,359.0,81.0,288.0,0.2710344827586207,0.13793103448275862
927.0,383.0,25.0,7.0,196.0,87.0,45.0,59.0,0.21574973031283712,0.13160733549083065
204.0,144.0,0.0,3.0,19.0,24.0,5.0,20.0,0.24019607843137256,0.11764705882352941
13.0,6104.0,3.0,1.0,4631.0,16.0,10.0,16.0,0.3076923076923077,0.07692307692307693
455.0,334.0,1.0,10.0,102.0,28.0,13.0,15.0,0.026373626373626374,0.026373626373626374
241.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.08298755186721991,0.07053941908713693
347.0,6880.0,337.0,3.0,1255.0,476.0,66.0,459.0,0.2132564841498559,0.08645533141210375
747.0,364.0,6.0,34.0,165.0,76.0,10.0,67.0,0.7978580990629184,0.48326639892904955
460.0,817.0,24.0,13.0,571.0,104.0,43.0,69.0,0.33043478260869563,0.2543478260869565
190.0,675.0,15.0,8.0,536.0,57.0,17.0,42.0,0.18947368421052632,0.14210526315789473
58.0,231.0,2.0,4.0,162.0,19.0,6.0,14.0,0.3448275862068966,0.1896551724137931
1908.0,5143.0,12.0,60.0,0.0,83.0,0.0,83.0,0.25196437925615506,0.2210581456259822
445.0,12201.0,8.0,5.0,393.0,110.0,16.0,107.0,0.8719101123595505,0.5258426966292135
193.0,2064.0,10.0,10.0,176.0,83.0,19.0,75.0,0.8134715025906736,0.7409326424870466
496.0,169.0,6.0,10.0,97.0,19.0,5.0,16.0,0.05040322580645161,0.02620967741935484
493.0,783.0,16.0,19.0,191.0,128.0,23.0,112.0,0.7870182555780934,0.565922920892495
1937.0,789.0,63.0,49.0,226.0,139.0,1.0,138.0,0.042333505420753745,0.008776458440887971
313.0,433.0,5.0,6.0,91.0,54.0,9.0,46.0,0.4504792332268371,0.22044728434504793
497.0,1143.0,2.0,4.0,52.0,181.0,9.0,175.0,0.7565392354124748,0.704225352112676
976.0,685.0,117.0,25.0,397.0,200.0,94.0,144.0,0.46209016393442626,0.3350409836065574
1499.0,6229.0,39.0,13.0,3818.0,316.0,182.0,215.0,0.4656437625083389,0.16877918612408271
500.0,1340.0,12.0,12.0,928.0,86.0,17.0,74.0,0.252,0.19
1993.0,245.0,42.0,36.0,56.0,88.0,8.0,83.0,0.828901154039137,0.828901154039137
190.0,104.0,2.0,7.0,34.0,22.0,9.0,16.0,0.5736842105263158,0.38421052631578945
467.0,107.0,9.0,3.0,0.0,21.0,0.0,21.0,0.08137044967880086,0.027837259100642397
499.0,367.0,4.0,4.0,354.0,55.0,48.0,8.0,0.09619238476953908,0.08617234468937876
128.0,4056.0,1.0,1.0,3729.0,124.0,121.0,73.0,0.234375,0.046875
86.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.5465116279069767,0.3953488372093023
212.0,449.0,10.0,7.0,181.0,67.0,6.0,65.0,0.5613207547169812,0.5377358490566038
1999.0,88.0,12.0,12.0,4.0,27.0,1.0,27.0,0.6978489244622311,0.6578289144572286
1992.0,3516.0,14.0,11.0,3104.0,324.0,273.0,69.0,0.12751004016064257,0.12751004016064257
497.0,26902.0,21.0,14.0,14728.0,145.0,72.0,113.0,0.8631790744466801,0.6237424547283702
76.0,149.0,19.0,11.0,83.0,30.0,10.0,27.0,0.19736842105263158,0.07894736842105263
193.0,740.0,8.0,3.0,273.0,47.0,8.0,41.0,0.09326424870466321,0.025906735751295335
249.0,725.0,5.0,1.0,631.0,43.0,37.0,14.0,0.19678714859437751,0.1646586345381526
1932.0,63016.0,50.0,60.0,4121.0,622.0,27.0,621.0,0.13975155279503104,0.019151138716356108
547.0,2678.0,11.0,1.0,73.0,215.0,8.0,212.0,0.14990859232175502,0.09689213893967093
244.0,729.0,21.0,15.0,412.0,78.0,22.0,58.0,0.05737704918032787,0.028688524590163935
1534.0,12201.0,90.0,28.0,3201.0,598.0,92.0,564.0,0.15123859191655803,0.033246414602346806
210.0,1168.0,26.0,4.0,1083.0,80.0,52.0,35.0,0.5238095238095238,0.43333333333333335
301.0,16552.0,259.0,17.0,6379.0,371.0,195.0,342.0,0.11627906976744186,0.019933554817275746
491.0,1942.0,1.0,7.0,165.0,60.0,10.0,51.0,0.06517311608961303,0.010183299389002037
497.0,326.0,1.0,2.0,155.0,47.0,26.0,24.0,0.1448692152917505,0.11066398390342053
224.0,173.0,3.0,10.0,127.0,51.0,18.0,37.0,0.6026785714285714,0.5223214285714286
500.0,277.0,18.0,12.0,88.0,53.0,10.0,46.0,0.04,0.018
94.0,353.0,3.0,3.0,193.0,60.0,29.0,51.0,0.9787234042553191,0.9680851063829787
385.0,518.0,32.0,12.0,118.0,94.0,8.0,91.0,0.5428571428571428,0.4909090909090909
1906.0,4655.0,16.0,86.0,0.0,96.0,0.0,96.0,0.23032528856243442,0.1558237145855194
1953.0,207.0,54.0,78.0,57.0,98.0,1.0,97.0,0.1597542242703533,0.13568868407578086
157.0,351.0,2.0,0.0,189.0,23.0,10.0,18.0,0.7452229299363057,0.47770700636942676
135.0,1478.0,4.0,8.0,1192.0,90.0,40.0,73.0,0.9777777777777777,0.9333333333333333
956.0,5374.0,56.0,69.0,2111.0,240.0,68.0,204.0,0.10251046025104603,0.02405857740585774
1752.0,1442.0,25.0,16.0,847.0,194.0,77.0,135.0,0.22031963470319635,0.04794520547945205
927.0,5890.0,17.0,27.0,5825.0,44.0,1.0,43.0,0.1499460625674218,0.05177993527508091
654.0,10544.0,23.0,28.0,1519.0,211.0,50.0,200.0,0.382262996941896,0.2217125382262997
82.0,430.0,3.0,0.0,250.0,20.0,11.0,13.0,0.8658536585365854,0.23170731707317074
469.0,1092.0,0.0,6.0,912.0,91.0,69.0,25.0,0.697228144989339,0.5501066098081023
499.0,2085.0,6.0,6.0,1377.0,29.0,6.0,26.0,0.08817635270541083,0.04809619238476954
198.0,455.0,19.0,5.0,221.0,59.0,26.0,35.0,0.1414141414141414,0.050505050505050504
433.0,673.0,52.0,16.0,325.0,164.0,55.0,136.0,0.17090069284064666,0.06235565819861432
200.0,508.0,3.0,3.0,336.0,38.0,20.0,18.0,0.66,0.4
495.0,912.0,8.0,13.0,835.0,67.0,42.0,26.0,0.27070707070707073,0.16363636363636364
886.0,972.0,28.0,7.0,856.0,143.0,108.0,49.0,0.2945823927765237,0.20090293453724606
152.0,262.0,9.0,2.0,102.0,53.0,4.0,49.0,0.7039473684210527,0.6381578947368421
1724.0,1378.0,61.0,132.0,269.0,332.0,46.0,303.0,0.37775202780996525,0.13789107763615296
93.0,423.0,93.0,0.0,242.0,143.0,14.0,143.0,0.10752688172043011,0.07526881720430108
495.0,341.0,7.0,11.0,238.0,45.0,8.0,38.0,0.044444444444444446,0.012121212121212121
121.0,360.0,23.0,5.0,28.0,70.0,7.0,68.0,0.6528925619834711,0.6198347107438017
737.0,5842.0,4.0,2.0,894.0,539.0,111.0,519.0,0.9199457259158752,0.7842605156037992
237.0,427.0,2.0,6.0,398.0,13.0,5.0,8.0,0.04219409282700422,0.012658227848101266
735.0,2473.0,51.0,17.0,1114.0,128.0,64.0,96.0,0.1782312925170068,0.061224489795918366
280.0,4.0,0.0,3.0,0.0,2.0,0.0,2.0,0.04285714285714286,0.03214285714285714
991.0,2545.0,3.0,15.0,2245.0,70.0,11.0,64.0,0.11907164480322906,0.02320887991927346
98.0,1131.0,4.0,1.0,845.0,49.0,39.0,29.0,0.8673469387755102,0.20408163265306123
500.0,997.0,8.0,8.0,857.0,113.0,83.0,46.0,0.41,0.328
2655.0,3612.0,64.0,449.0,48.0,506.0,5.0,506.0,0.12429378531073447,0.01431261770244821
1314.0,17839.0,4.0,16.0,17804.0,24.0,3.0,21.0,0.0958904109589041,0.0182648401826484
367.0,238.0,21.0,3.0,67.0,44.0,21.0,32.0,0.1362397820163488,0.1362397820163488
218.0,652.0,5.0,4.0,180.0,61.0,16.0,53.0,0.9036697247706422,0.7981651376146789
500.0,2435.0,41.0,40.0,947.0,175.0,34.0,153.0,0.686,0.572
461.0,1777.0,2.0,14.0,47.0,99.0,5.0,95.0,0.11496746203904555,0.013015184381778741
1123.0,76766.0,552.0,91.0,55131.0,1363.0,807.0,1170.0,0.42208370436331255,0.08637577916295637
378.0,482.0,42.0,18.0,222.0,110.0,23.0,93.0,0.1455026455026455,0.10317460317460317
295.0,11171.0,2.0,1.0,11112.0,10.0,1.0,10.0,0.10508474576271186,0.0576271186440678
482.0,497.0,12.0,26.0,194.0,89.0,36.0,57.0,0.06224066390041494,0.029045643153526972
27.0,1327.0,10.0,14.0,777.0,34.0,27.0,32.0,0.9629629629629629,0.8888888888888888
643.0,528.0,20.0,9.0,49.0,77.0,7.0,72.0,0.36236391912908245,0.15552099533437014
767.0,2839.0,102.0,54.0,2089.0,243.0,53.0,203.0,0.16427640156453716,0.061277705345501955
733.0,20434.0,0.0,19.0,2.0,19.0,1.0,19.0,0.11050477489768076,0.07776261937244201
83.0,509.0,7.0,3.0,356.0,17.0,10.0,10.0,0.12048192771084337,0.03614457831325301
499.0,4.0,0.0,6.0,0.0,3.0,0.0,3.0,0.07414829659318638,0.04008016032064128
500.0,1981.0,11.0,11.0,458.0,76.0,20.0,61.0,0.338,0.162
172.0,732.0,16.0,6.0,23.0,51.0,7.0,48.0,0.36627906976744184,0.1569767441860465
890.0,5432.0,1.0,45.0,5141.0,59.0,9.0,53.0,0.17303370786516853,0.08764044943820225
495.0,323.0,7.0,7.0,231.0,34.0,15.0,20.0,0.31717171717171716,0.20404040404040405
262.0,4598.0,78.0,40.0,237.0,218.0,24.0,215.0,0.0916030534351145,0.0916030534351145
491.0,190.0,5.0,7.0,162.0,17.0,6.0,12.0,0.07331975560081466,0.07331975560081466
475.0,628.0,36.0,38.0,335.0,110.0,31.0,84.0,0.09894736842105263,0.07368421052631578
360.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.030555555555555555,0.008333333333333333
216.0,79.0,0.0,1.0,2.0,7.0,1.0,6.0,0.07407407407407407,0.037037037037037035
492.0,877.0,16.0,15.0,638.0,63.0,14.0,55.0,0.17886178861788618,0.1565040650406504
63.0,142.0,5.0,20.0,0.0,12.0,0.0,12.0,0.14285714285714285,0.031746031746031744
452.0,2574.0,20.0,8.0,459.0,87.0,31.0,75.0,0.6703539823008849,0.5243362831858407
682.0,1470.0,2.0,2.0,1256.0,172.0,130.0,68.0,0.9149560117302052,0.9032258064516129
496.0,894.0,4.0,4.0,848.0,47.0,31.0,17.0,0.046370967741935484,0.016129032258064516
1605.0,33752.0,886.0,42.0,14436.0,1197.0,395.0,1125.0,0.1307596513075965,0.028019925280199254
76.0,182.0,1.0,0.0,158.0,12.0,6.0,7.0,0.9078947368421053,0.8421052631578947
266.0,167.0,1.0,3.0,34.0,20.0,4.0,19.0,0.6278195488721805,0.5451127819548872
897.0,1562.0,3.0,25.0,580.0,97.0,35.0,74.0,0.08361204013377926,0.023411371237458192
500.0,804.0,14.0,8.0,300.0,49.0,22.0,33.0,0.104,0.036
500.0,303.0,4.0,4.0,254.0,34.0,17.0,17.0,0.268,0.268
889.0,512.0,20.0,14.0,178.0,97.0,29.0,80.0,0.654320987654321,0.574635241301908
937.0,357.0,16.0,6.0,238.0,89.0,49.0,52.0,0.9124866595517609,0.7833511205976521
609.0,2520.0,3.0,17.0,2418.0,29.0,3.0,28.0,0.4827586206896552,0.09195402298850575
198.0,99.0,7.0,7.0,16.0,23.0,5.0,18.0,0.2676767676767677,0.06060606060606061
350.0,283.0,6.0,2.0,200.0,25.0,13.0,14.0,0.06857142857142857,0.045714285714285714
368.0,762.0,11.0,9.0,696.0,33.0,16.0,19.0,0.1875,0.06793478260869565
275.0,570.0,8.0,21.0,242.0,86.0,31.0,55.0,0.52,0.4290909090909091
389.0,208.0,1.0,5.0,182.0,25.0,15.0,11.0,0.16195372750642673,0.13881748071979436
323.0,35041.0,64.0,6.0,9470.0,260.0,101.0,254.0,0.7213622291021672,0.38390092879256965
1405.0,716.0,19.0,13.0,19.0,212.0,5.0,208.0,0.09181494661921709,0.03131672597864769
42.0,139.0,1.0,5.0,0.0,12.0,0.0,12.0,0.6904761904761905,0.38095238095238093
117.0,6851.0,117.0,0.0,121.0,292.0,5.0,292.0,0.3076923076923077,0.2905982905982906
988.0,1715.0,83.0,65.0,56.0,250.0,22.0,243.0,0.32186234817813764,0.1417004048582996
492.0,6104.0,491.0,0.0,3583.0,584.0,210.0,583.0,0.16463414634146342,0.07113821138211382
1493.0,1598.0,11.0,71.0,209.0,117.0,23.0,96.0,0.06363027461486939,0.047555257870060284
290.0,1740.0,7.0,14.0,1717.0,59.0,45.0,14.0,0.1310344827586207,0.09655172413793103
517.0,2472.0,429.0,15.0,344.0,1132.0,17.0,1126.0,0.21663442940038685,0.06576402321083172
1797.0,3673.0,3.0,9.0,1809.0,1810.0,67.0,1810.0,0.054535336672231496,0.025041736227045076
194.0,91.0,5.0,4.0,18.0,24.0,5.0,19.0,0.4845360824742268,0.42783505154639173
478.0,761.0,14.0,26.0,637.0,70.0,31.0,44.0,0.100418410041841,0.06694560669456066
500.0,587.0,10.0,9.0,334.0,44.0,29.0,22.0,0.432,0.302
202.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.054455445544554455,0.019801980198019802
691.0,7947.0,5.0,20.0,7930.0,18.0,2.0,16.0,0.18668596237337193,0.04341534008683068
1872.0,158.0,74.0,29.0,2.0,83.0,1.0,82.0,0.6979722518676628,0.6339381003201707
57.0,102.0,2.0,1.0,89.0,10.0,4.0,6.0,0.14035087719298245,0.05263157894736842
480.0,718.0,0.0,5.0,416.0,99.0,55.0,48.0,0.6708333333333333,0.5854166666666667
262.0,18055.0,227.0,13.0,3736.0,313.0,93.0,302.0,0.16793893129770993,0.05343511450381679
390.0,503.0,1.0,42.0,202.0,69.0,12.0,61.0,0.09230769230769231,0.035897435897435895
480.0,266.0,1.0,13.0,4.0,73.0,3.0,72.0,0.6618257261410788,0.5601659751037344
421.0,407.0,0.0,4.0,46.0,28.0,9.0,21.0,0.11163895486935867,0.026128266033254157
429.0,1826.0,70.0,20.0,1027.0,164.0,88.0,109.0,0.14219114219114218,0.07692307692307693
493.0,393.0,4.0,7.0,318.0,51.0,30.0,23.0,0.18255578093306288,0.1643002028397566
942.0,918.0,26.0,15.0,107.0,157.0,27.0,134.0,0.4978768577494692,0.4978768577494692
864.0,241.0,32.0,13.0,91.0,66.0,18.0,55.0,0.7352601156069364,0.5364161849710982
461.0,375.0,5.0,4.0,279.0,39.0,20.0,22.0,0.3774403470715835,0.09544468546637744
200.0,569.0,6.0,6.0,151.0,47.0,10.0,37.0,0.07,0.07
634.0,110.0,8.0,3.0,76.0,25.0,9.0,19.0,0.6892744479495269,0.6514195583596214
452.0,160.0,0.0,1.0,42.0,69.0,4.0,66.0,0.7566371681415929,0.5973451327433629
495.0,1038.0,14.0,9.0,880.0,97.0,64.0,41.0,0.3090909090909091,0.22828282828282828
181.0,2298.0,181.0,0.0,1219.0,609.0,35.0,609.0,0.08287292817679558,0.03314917127071823
499.0,443.0,5.0,6.0,388.0,55.0,36.0,21.0,0.42084168336673344,0.2685370741482966
383.0,1925.0,1.0,1.0,1864.0,43.0,28.0,15.0,0.13577023498694518,0.0835509138381201
337.0,7285.0,65.0,15.0,1252.0,249.0,96.0,212.0,0.20771513353115728,0.06528189910979229
197.0,436.0,5.0,7.0,131.0,29.0,7.0,23.0,0.22842639593908629,0.07106598984771574
497.0,487.0,17.0,18.0,275.0,67.0,18.0,49.0,0.0482897384305835,0.028169014084507043
921.0,3317.0,97.0,30.0,2178.0,266.0,117.0,199.0,0.21064060803474485,0.06406080347448426
139.0,1266.0,11.0,21.0,1111.0,89.0,66.0,49.0,0.8273381294964028,0.8273381294964028
358.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.002793296089385475,0.002793296089385475
1556.0,1452.0,71.0,58.0,491.0,288.0,82.0,242.0,0.14652956298200515,0.032776349614395885
500.0,369.0,12.0,6.0,297.0,71.0,44.0,33.0,0.126,0.096
1985.0,1278.0,13.0,17.0,800.0,88.0,2.0,87.0,0.007556675062972292,0.006045340050377834
489.0,576.0,22.0,32.0,384.0,90.0,32.0,63.0,0.1165644171779141,0.03680981595092025
475.0,129.0,4.0,8.0,85.0,21.0,9.0,16.0,0.3094736842105263,0.20210526315789473
816.0,3518.0,29.0,12.0,705.0,247.0,53.0,225.0,0.9056372549019608,0.7610294117647058
150.0,142.0,1.0,0.0,40.0,19.0,5.0,16.0,0.54,0.52
110.0,1960.0,3.0,4.0,1553.0,26.0,18.0,17.0,0.2636363636363636,0.2636363636363636
287.0,560.0,26.0,9.0,174.0,104.0,24.0,86.0,0.1254355400696864,0.1254355400696864
908.0,2560.0,190.0,29.0,403.0,398.0,64.0,368.0,0.6607929515418502,0.5440528634361234
488.0,12108.0,9.0,6.0,53.0,28.0,16.0,13.0,0.0471311475409836,0.01639344262295082
